,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,AGHSF,AGASF,AGHSC,AGASC,AGHSTF,AGASTF,AGHSTC,AGASTC,AGHF,AGAF,AGHCF,AGACF,AGHCC,AGACC,AGHY,AGAY,AGHR,AGAR,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,HTSD,ATSD,HTSTD,ATSTD,HTCD,ATCD
31,2017-09-10,AZ Alkmaar,NAC Breda,2,1,H,16,12,6,3,7,5,16,17,1,1,0,0,6,4,4,10,18.5,6.25,11.75,13.0,6.5,3.75,3.5,4.5,10.75,12.0,5.5,4.5,5.5,5.75,2.0,2.0,0.0,0.0,1.5,0.25,W,D,W,L,L,L,M,M,M,M,4.0,WWLMM,DLLMM,6,1,0,0,0,0,0,0,0,0,0.5,-1.5,1.25,1.25,6.75,-6.75,3.0,-0.75,0.0,-1.25
32,2017-09-10,Groningen,VVV Venlo,1,1,D,12,18,6,6,5,6,9,11,2,2,0,0,6,5,7,3,7.0,8.0,19.0,10.25,2.5,3.5,7.0,3.25,9.5,6.75,2.0,3.0,7.75,4.0,1.5,1.0,0.0,0.0,1.0,1.5,W,L,L,W,D,W,M,M,M,M,4.0,WLDMM,LWWMM,4,6,0,0,0,0,0,0,0,0,-0.25,0.5,-0.5,-0.5,-12.0,-2.25,-4.5,0.25,-5.75,-1.0
33,2017-09-10,Heerenveen,PSV Eindhoven,2,0,H,19,7,3,3,8,4,10,14,0,3,0,1,6,9,5,3,13.5,18.5,9.0,7.5,5.75,6.75,2.25,3.5,12.0,8.25,5.75,5.75,3.5,4.25,1.75,0.25,0.0,0.0,1.25,2.25,W,W,D,W,D,W,M,M,M,M,4.0,WDDMM,WWWMM,5,9,0,0,0,0,0,0,0,0,0.25,1.5,-1.0,-1.0,4.5,11.0,3.5,3.25,2.25,1.5
34,2017-09-10,Sparta Rotterdam,Twente,1,0,H,10,12,1,1,5,9,14,13,2,2,0,1,3,2,6,6,6.25,7.0,8.75,10.0,2.25,2.5,4.25,4.0,8.25,10.75,3.0,2.25,5.25,3.5,1.75,2.25,0.25,0.0,0.5,0.0,D,L,D,L,L,L,M,M,M,M,4.0,DDLMM,LLLMM,2,0,0,0,0,0,0,0,0,0,-0.75,-1.0,0.5,0.5,-2.5,-3.0,-2.0,-1.5,-2.25,-1.25
35,2017-09-10,Utrecht,Roda,2,0,H,27,3,10,1,9,0,12,8,0,0,0,0,6,3,2,9,13.75,7.75,6.5,15.5,6.5,3.0,2.5,5.75,9.0,10.0,5.25,2.75,3.0,5.25,1.0,0.75,0.0,0.0,1.5,0.0,L,L,W,L,W,L,M,M,M,M,4.0,LWWMM,LLLMM,6,0,0,0,0,0,0,0,0,0,1.0,-1.5,1.5,1.5,7.25,-7.75,4.0,-2.75,2.25,-2.5
36,2017-09-15,Sparta Rotterdam,AZ Alkmaar,0,2,A,15,15,7,5,8,8,9,9,1,0,0,0,4,8,6,5,7.0,18.0,9.4,11.8,2.0,6.4,3.6,3.4,9.4,11.8,3.4,5.8,6.0,5.4,1.8,1.8,0.2,0.0,1.0,1.8,W,W,D,W,D,W,L,L,M,M,5.0,WDDLM,WWWLM,5,9,0,0,0,0,0,0,0,0,-0.4,0.6,-0.8,-0.8,-2.4,6.2,-1.6,3.0,-2.6,0.4
37,2017-09-16,Excelsior,Heerenveen,1,2,A,12,16,5,5,5,3,13,12,0,0,0,0,4,8,7,5,6.8,14.6,10.0,8.6,2.6,5.2,3.0,2.4,11.8,11.6,2.6,6.2,4.4,3.6,1.6,1.4,0.2,0.0,0.8,1.6,L,W,D,W,L,D,W,D,M,M,5.0,LDLWM,WWDDM,4,8,0,0,0,0,0,0,0,0,-0.6,0.6,-0.8,-0.8,-3.2,6.0,-0.4,2.8,-1.8,2.6
38,2017-09-16,NAC Breda,Groningen,2,1,H,12,8,7,4,1,1,9,11,3,3,0,0,5,7,12,8,7.4,8.0,13.6,18.8,3.6,3.2,4.8,6.8,13.0,9.4,4.6,2.6,6.0,7.4,1.8,1.6,0.0,0.0,0.2,1.0,L,D,D,W,L,L,L,D,M,M,5.0,LDLLM,DWLDM,1,5,0,0,0,0,0,0,0,0,-1.4,-0.2,-0.8,-0.8,-6.2,-10.8,-1.2,-3.6,-1.4,-4.8
39,2017-09-16,Roda,Willem II,1,3,A,12,11,4,6,5,3,14,7,2,2,0,0,3,2,11,11,6.8,4.8,17.8,9.2,2.6,1.4,6.6,4.2,9.6,9.4,2.2,3.0,6.0,3.4,0.6,1.4,0.0,0.0,0.0,0.0,L,L,L,L,L,L,L,L,M,M,5.0,LLLLM,LLLLM,0,0,0,0,0,0,0,0,0,0,-1.6,-1.8,0.0,0.0,-11.0,-4.4,-4.0,-2.8,-3.8,-0.4
40,2017-09-16,Zwolle,Heracles,2,1,H,21,7,7,4,8,4,17,15,5,3,0,0,7,7,6,8,13.6,10.2,9.6,15.6,4.2,4.6,4.2,6.4,8.6,10.6,4.8,2.4,2.6,5.6,1.2,1.0,0.0,0.0,1.4,1.0,L,L,W,D,D,D,W,W,M,M,5.0,LWDWM,LDDWM,7,5,0,0,0,0,0,0,0,0,0.2,-0.2,0.4,0.4,4.0,-5.4,0.0,-1.8,2.2,-3.2
